Trajan	Obama Admin	per	neg-towards	-0.927777777777778	Obama Bypasses Senate; Appoints Becker to NLRB	2011-04-22T19:03:00
Trajan	Appoints Becker	per	neg-towards	-0.927777777777778	Obama Bypasses Senate; Appoints Becker to NLRB	2011-04-22T19:03:00
Trajan	Carl Horowitz	per	neg-towards	-0.6011111111111109	Submitted by Carl Horowitz on Sun, 03/28/2010 - 22:05	2011-04-22T19:03:00
Trajan	National Labor Relations Board - Wikipedia	org	neg-towards	-0.313333333333333	NLRB's Peter Schaumber and Wilma LiebmanBarack Obama and organized labor have made no secret about promoting each other's interests.	2011-04-22T19:03:00
Trajan	Wilma LiebmanBarack Obama	per	neg-towards	-0.313333333333333	NLRB's Peter Schaumber and Wilma LiebmanBarack Obama and organized labor have made no secret about promoting each other's interests.	2011-04-22T19:03:00
Trajan	Wilma LiebmanBarack Obama	per	neg-towards	-0.14999999999999947	Indeed, his 2008 presidential victory would have been much more difficult in absence of union financial contributions and volunteer work.	2011-04-22T19:03:00
Trajan	Craig Becker	per	neg-towards	-0.554444444444445	Thus, Obama's recess appointment Saturday of Craig Becker to the National Labor Relations Board, effectively overriding a Senate Republican filibuster last month, served as a political IOU as well as an expression of the president's will.	2011-04-22T19:03:00
Trajan	workers	per	neg-towards	-0.7800000000000002	Becker, currently a top union lawyer, has argued that workers should not have any right to opt out of union representation.	2011-04-22T19:03:00
Trajan	National Labor Relations Board - Wikipedia	org	neg-towards	-0.3211111111111111	Becker was one of 15 White House Easter recess appointments that included a less controversial NLRB nominee, Mark Pearce, who, like Becker, is a Democrat.	2011-04-22T19:03:00
Trajan	Mark Pearce	per	neg-towards	-0.3211111111111111	Becker was one of 15 White House Easter recess appointments that included a less controversial NLRB nominee, Mark Pearce, who, like Becker, is a Democrat.	2011-04-22T19:03:00
Trajan	Appoints Becker	per	neg-towards	-0.3211111111111111	Becker was one of 15 White House Easter recess appointments that included a less controversial NLRB nominee, Mark Pearce, who, like Becker, is a Democrat.	2011-04-22T19:03:00
Trajan	Charleston Boeing	org	neg-towards	-0.9199999999999999	what counts is how they respond, frankly, I don't think the board has a leg to stand on as in stopping Boeing from building pretty much wherever they want.	2011-04-22T19:03:00
Trajan	Charleston Boeing	org	neg-towards	-0.313333333333333	Further Boeing has actually increased their union labor foot print in Washington state over the last few years.	2011-04-22T19:03:00
Trajan	Charleston Boeing	org	neg-towards	-1.0755555555555558	tried to work a deal with them, they demanded a seat on the board among other things, Boeing said hell no.	2011-04-22T19:03:00
Trajan	Northrup Grumman	org	neg-towards	-0.14999999999999947	Northrup Grumman moved it HQ last year from LA to Virginia too.	2011-04-22T21:05:00
Trajan	NYcarbineer	per	neg-towards	-2.008888888888889	As bad as Trajan is, your brain wouldn't make a pimple on his ass.	2011-04-23T12:35:00
Trajan	they	org	neg-towards	-2.592222222222222	you left out what was behind YOUR snip above, considering he want on to say- except when they kill their own industry	2011-04-23T13:03:00
Trajan	industry	org	neg-towards	-2.592222222222222	you left out what was behind YOUR snip above, considering he want on to say- except when they kill their own industry	2011-04-23T13:03:00
Trajan	Charleston Boeing	org	neg-towards	-1.7133333333333334	they are not penalizing them, they are not moving any jobs, the jobs don't exist yet and they, Boeing has expanded its operations in Wash.	2011-04-23T20:54:00
Trajan	unions	org	neg-towards	-0.14999999999999947	Boeing tried negotiating with the union ( they didn't have to either, proving no good deed goes unpunished), the unions wanted a seat on the Boeing broad and a promise to never build aircraft anywhere else but Washington state factories.Boeing refused.	2011-04-23T20:54:00
Trajan	unions	org	neg-towards	-0.5	and public sector unions are not the topic, you made this an issue and it has nothing to do with this, as I said, its just another strawman.	2011-04-24T09:06:00
Trajan	CREATING	per	neg-towards	-2.506666666666667	is punishing workers becasue they have strike[d] in the past by; CREATING a work unit in SC.	2011-04-24T11:00:00
Trajan	National Labor Relations Board - Wikipedia	org	pos-towards	1.2811111111111115	right now the nlrb is made up of 3 sympathetic to democrats and 2 towards reps or the other way.......because thats the way it was created.	2011-04-22T19:03:00
Trajan	democrats	org	pos-towards	1.187777777777777	right now the nlrb is made up of 3 sympathetic to democrats and 2 towards reps or the other way.......because thats the way it was created.	2011-04-22T19:03:00
Trajan	reps	per	pos-towards	0.8999999999999995	right now the nlrb is made up of 3 sympathetic to democrats and 2 towards reps or the other way.......because thats the way it was created.	2011-04-22T19:03:00
Trajan	National Labor Relations Board - Wikipedia	org	pos-towards	0.6277777777777773	Obama Bypasses Senate; Appoints Becker to NLRB	2011-04-22T19:03:00
Trajan	Sun	org	pos-towards	1.5611111111111118	Submitted by Carl Horowitz on Sun, 03/28/2010 - 22:05	2011-04-22T19:03:00
Trajan	Wilma LiebmanBarack Obama	per	pos-towards	1.1099999999999994	Thus, Obama's recess appointment Saturday of Craig Becker to the National Labor Relations Board, effectively overriding a Senate Republican filibuster last month, served as a political IOU as well as an expression of the president's will.	2011-04-22T19:03:00
Trajan	Craig Becker	per	pos-towards	1.1099999999999994	Thus, Obama's recess appointment Saturday of Craig Becker to the National Labor Relations Board, effectively overriding a Senate Republican filibuster last month, served as a political IOU as well as an expression of the president's will.	2011-04-22T19:03:00
Trajan	Service Employees International Union	org	pos-towards	0.6666666666666661	Becker, currently a top union lawyer, has argued that workers should not have any right to opt out of union representation.	2011-04-22T19:03:00
Trajan	workers	per	pos-towards	-0.7800000000000002	Becker, currently a top union lawyer, has argued that workers should not have any right to opt out of union representation.	2011-04-22T19:03:00
Trajan	Association of Community Organizations for Reform Now	org	pos-towards	0.7366666666666664	Moreover, he's counseled a large local union founded as a subsidiary of the corrupt and soon-to-be-extinct Association of Community Organizations for Reform Now (ACORN).	2011-04-22T19:03:00
Trajan	White House	org	pos-towards	1.6466666666666665	Becker was one of 15 White House Easter recess appointments that included a less controversial NLRB nominee, Mark Pearce, who, like Becker, is a Democrat.	2011-04-22T19:03:00
